,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
70458,gene vincent & his blue caps,unchained melody,1957,rock,darling hunger touch long lonely time time go slowly time mean need need godspeed time go slowly time mean need need godspeed,22,0.002631579,0.002631579,0.002631579,0.44392649,0.192808866,0.002631579,0.12753699,0.097043579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.101841969,0.521282357,0.462400328,0.708835049,0.000313765,0.274525969,0.153126704,night/time,0.9
70459,carl perkins,"gone, gone, gone",1957,rock,girl look like girl look like know baby round babybabybaby go go go go go go go go go go go go go go line wanna round square dance everybody jumpin tonight yeah wanna round square dance everybody jumpin tonight baby lovin babybabybaby go go go ohoh go go go go go go go go go go go go line girl look like say girl look like know baby babybabybaby go go go babybabybaby go go go go go go go go go go go go come,87,0.081014014,0.000666223,0.000666223,0.045666482,0.039286728,0.000666223,0.000666223,0.000666223,0.000666223,0.000666223,0.052991487,0.029836149,0.000666223,0.15151816,0.000666223,0.56619893,0.586266652,0.640925057,0.668674366,0.002004049,0.809356966,0.654643869,feelings,0.9
70465,the champs,limbo dance,1958,rock,sit corner leave stand stand shake feet scream kid go pull hair swear dead dance fellow dead burn burn burn wanna lose dance cramp everybody dance wanna dance cramp everybody dance mind dead dizzy limbs numb get weary scream kid go pull hair swear dead dance fellow dead burn burn burn wanna lose sit corner leave stand shake feet scream kid go hair swear dead dance fellow dead burn burn burn wanna lose dance cramp everybody dance wanna dance cramp everybody dance,82,0.000730994,0.308789068,0.000730994,0.000730994,0.048056262,0.000730994,0.000730994,0.000730994,0.000730994,0.000730994,0.200387615,0.293437093,0.032757377,0.000730994,0.000730994,0.000730994,0.592765082,0.801092224,0.813252825,0.061538462,0.974237428,0.750742966,violence,0.885714286
70466,gene vincent & his blue caps,keep it a secret,1958,rock,darling somebody secret tell break poor heart foolish pride drive apart darling rendezvous paint girl know attention secret,18,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.067369048,0.139767864,0.204780168,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.127902808,0.351175803,0.066241149,0.368569262,0.562700305,0.69477881,8.98E-05,0.152926628,0.18215664,sadness,0.885714286
70467,gene vincent & his blue caps,you'll never walk alone,1958,rock,walk hold head high afraid dark golden sweet silver song walk wind walk rain dream toss blow walk walk heart walk walk walk hold head high afraid dark golden sweet silver song walk wind walk rain dream toss blow walk walk heart walk walk walk walk heart walk walk,49,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.071046041,0.001096491,0.001096491,0.067259646,0.001096491,0.343946573,0.001096491,0.001096491,0.501300371,0.001096491,0.289505036,0.654744507,0.436746422,2.22E-05,0.275556472,0.370350706,sadness,0.885714286
70471,gene vincent,flea brain,1958,rock,flea brain flea brain hophophop flea brain flea brain arockrockrock flea brain hole head wasn good lookin better dead brand lassie move block classy chassy know stack right head shoe act like somethin escape flea brain flea brain ahophophop flea brain flea brain arockrockrock flea brain hole head wasn good lookin better dead take soda fountain cream sundae lean starighten hose cream melt coffee freeze flea brain flea brain rockrockrock flea brain flea brain rockrockrock flea brain hole head wasn good lookin better dead take flea brain lover mind thrill stick like chicken roof think turn loose flea brain flea brain hophophop flea brain flea brain arockrockrock flea brain real flea brain know think flea brain flea brain hophophop flea brain flea rockrockrock flea brain real flea brain know think,130,0.000683527,0.494896595,0.000683527,0.000683527,0.000683527,0.000683527,0.028767749,0.090855105,0.330482284,0.000683527,0.000683527,0.000683527,0.000683527,0.000683527,0.000683527,0.045428889,0.532113073,0.691895495,0.214858649,8.58E-05,0.645507007,0.723715095,violence,0.885714286
70475,frankie laine,midnight on a rainy monday,1958,rock,ghost riders cowpoke go ridin dark ridge rest go mighty herd eye cow plowin rag sky cloudy draw ghost herd brand hooves steel horn black shiny breath feel bolt fear go thunder riders comin hard hear mournful ghost riders face gaunt eye blur shirt soak sweat ridin hard catch herd catch ride forever range horse snortin flame ride hear ghost riders riders lop hear want save soul hell ridin range cowboy change ways today ride tryin catch devil herd endless sky ghost riders,83,0.001074114,0.434974583,0.116026995,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.063961242,0.001074114,0.167337924,0.113559748,0.001074114,0.001074114,0.001074114,0.069340166,0.289505036,0.457836577,0.85240949,0,0.133347073,0.248224769,violence,0.885714286
70476,frankie laine,you've changed,1958,rock,change sparkle go smile careless yawn break heart change change kiss blasé bore understand change forget word memory share ignore realize care change know need tell change,27,0.002392345,0.002392345,0.509949233,0.002392345,0.002392345,0.002392345,0.069002273,0.206351854,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.178811472,0.002392345,0.298169609,0.500884547,0.833333166,2.87E-05,0.078215169,0.171145285,world/life,0.885714286
70478,frankie laine,laura,1958,rock,hold hand count finger touch lips desire head chest hear heartbeat gently finger hair touch ears listen wish fulfil soft gentle hand caress body tell tell bear take awful tell wall build carpet lay curtain windows touch satin pillow count dress closet note checkbook time pull trigger tell tell bear time pull trigger tell tell tell,56,0.001315789,0.432334417,0.00131579,0.00131579,0.001315789,0.001315789,0.227411983,0.319200968,0.00131579,0.00131579,0.00131579,0.00131579,0.00131579,0.00131579,0.00131579,0.001315789,0.203942381,0.632797477,0.940762993,0.001325911,0.113767519,0.413395093,violence,0.885714286
70479,frankie laine,mam'selle,1958,rock,montmartre midnight come think spring music listen room begin sing serenade remember small cafe rendezvous violins warm sweet night dance kiss sigh lovely eye sparkle like wine heart yearn know goodbye violins small cafe rendezvous violins warm sweet night dance kiss sigh lovely eye sparkle like wine heart yearn know goodbye violins,52,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.433058622,0.080565633,0.001349528,0.134946931,0.001349528,0.331185899,0.001349528,0.001349528,0.001349528,0.001349528,0.362070833,0.566392329,0.896586242,3.02E-05,0.168384171,0.230206189,romantic,0.885714286
70482,marty wilde,endless sleep,1958,rock,night black rain fallin look baby aroun chase footsteps shore afraid go look take baby away hear voice deep come join baby endless sleep quarrel fight leave night foot step baby go look take baby away hear voice deep come join baby endless sleep endless sleep water heart fear breaker near reach darlin hold drag away angry look take baby away hear voice cryin deep take baby endless sleep grab baby endless sleep,73,0.205135606,0.297697403,0.000892061,0.068659077,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.052885457,0.000892061,0.000892061,0.000892061,0.000892061,0.325534491,0.000892061,0.594931225,0.715816732,0.802208637,0.07742915,0.681574608,0.708699611,sadness,0.885714286
70484,the champs,i'll be there,1958,rock,death antihero champion doom life tomb seal fate decay escape soul go steal life away suffer pain final breath know death death death death live hungry children streets disease kill sleep needle junkie tormentor calm reaper black life turn know near toothy grin leave life hell begin,47,0.001644737,0.555647361,0.249560937,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.051023777,0.001644737,0.119096871,0.001644737,0.658832449,0.370817629,0.730923425,0.746963563,0.575432811,0.203178317,violence,0.885714286
70485,the champs,raunchy,1958,rock,whip road block good yout lock take small loss real swiss watch ticktock whip road block good yout lock take small loss real swiss watch ticktock aight wanna ride round rari whip pull outside rari bone waan baby tryna say feel raunchy live little niggas brand yeah buyin buyin drip tell baby yeah straight henny fire uhhuh pour double shoot yeah pourin yeah pour niggas niggas diddy yeah diggity baby finna long rotate watch doggy sing doremi yeah hop benz sweet prolly tell friend bout match receive whip road block good yout lock take small loss real swiss watch ticktock whip road block good yout lock take small loss real swiss watch ticktock hop plane drop spain champagne grab haze yeah reverse range oooo oooo bang woah cartier bust twotone colour yeah ménage trois twotone lover work rate cut work everyday struggle change budden look inshallah yeah wanna ride papa ride single leicester freaky gimme ucky restaurant brother connect dot study time cause piss look like lighthouse wrist glist bling press button dust whip road block good yout lock take small loss real swiss watch ticktock whip road block good yout lock take small loss real swiss watch ticktock,199,0.030242281,0.000482859,0.016913771,0.000482859,0.086008389,0.000482859,0.01947455,0.000482859,0.317169217,0.011188032,0.409976323,0.000482859,0.000482859,0.000482859,0.000482859,0.084050226,0.574352865,0.482783376,0.53714813,0.546558704,0.943322341,0.484468384,obscene,0.885714286
70489,elvis presley,as long as i have you,1958,rock,star fade fall care long kiss bring thrill know long think future forget past bring long long long,18,0.002770083,0.002770083,0.40574564,0.275036447,0.002770083,0.002770083,0.144352281,0.002770083,0.002770083,0.002770083,0.002770083,0.002770084,0.002770083,0.002770083,0.133314384,0.002770083,0.363153904,0.534497346,0.984939744,0.000101215,0.248763397,0.082353723,world/life,0.885714286
70491,elvis presley,young dreams,1958,rock,young dream young dream young dream young dream young dream heart fill young dream dream long share eye eye eye eye eye young dream come true young arm want hold hold hold tight young lips lips want kiss kiss kiss morning noon night hand hand hand darling hand hand young dream young arm want hold hold hold tight young lips lips want kiss kiss kiss morning noon night hand hand hand darling hand hand young dream young dream young dream young dream,82,0.000649773,0.000649773,0.000649773,0.000649773,0.000649773,0.000649773,0.722979646,0.000649773,0.000649773,0.000649773,0.000649773,0.000649773,0.216493336,0.000649773,0.000649773,0.000649773,0.377233835,0.632053945,0.968875471,0,0.538334707,0.199174188,romantic,0.885714286
70493,elvis presley,lover doll,1958,rock,lover lover lover lover cutest lover tell lover mean mean time fell cuddly charm lover crazy arm think dollies come grow go ribbon wrap home treat badly like cast away break lover madly lover think dollies come grow go ribbon wrap home lover lover lover lover lover lover lover lover lover lover lover lover lover lover lover lover,58,0.064394212,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.64399011,0.128399264,0.001074114,0.041880172,0.001074114,0.001074114,0.001074114,0.001074114,0.071268891,0.03610387,0.498537853,0.449785914,0.831325132,0,0.659934048,0.155128769,romantic,0.885714286
