artist_name,track_name,Song,lyrics,SongNum,release_date,genre
A.C.T,Today s Report,Concluding Speech,"And as the great magicians we all are,, it is time to swing our wands, goodnight., , , , ",15,1999,metal
A.C.T,Today s Report,The Wandering,"This endless tale takes its toll and life begins, to wonder what will you do?, You live this whole life through, favour your path,, though many times it may (seem hard)., , Be men of soul, flesh and blood is proof in glory,, you may rule the victory inside,around you, faith lies thick, in the presence you play the fool., , Hold on tight, you think that you are right, the things you did last night, sentences ment, to harm, cut up something deep inside,, memories that you tried to hide., You'll believe their awful lies, luck many turn so roll the dice., Then you'll find, piece of your mind, in love., , (Blues according to Asp), , Be men of soul, flesh and blood is proof in glory,, you may rule the victory inside, around you, faith lies thick, in the presence you play the fool., , Hold on tight, you think that you are right, the things you did last night, sentences ment, to harm, cut up something deep inside,, memories that you tried to hide., You'll believe their awful lies, luck may turn so roll the dice., Then you'll find, piece of your mind, in love., , (Hermans ballet lesson break), , Hold on tight, you think that you are right, the things you did last night, sentences ment, to harm, cut up something deep inside,, memories that you tried to hide., You'll believe their awful lies, luck may turn so roll the dice., Then you'll find, piece of your mind, in love., , ",2,1999,metal
A.C.T,Today s Report,Waltz With Mother Nature,"As you look into your mind, Think about the things that you might see, Vision from the great beyond, Clearly your react, you'll respond, , And as the moon will tell it's tales..., You will never fail, , Now is the time to open up, (Now is the time to open up), To look into your precious universe, , Something inside is calling you, Believe it or not you will know what to do, To fly oh to fly so high, Something inside is calling you, Believe it or not you will know what to do, To fly, to feel a natural high, , Precisous is the mask you wear, You call it skin you also call it hair, Breathing is to give and take, Her love will fill our lungs as he'll wake, , And mother nature tells her tales, We will never fail, , Now is the time to open up, (Now is the time to open up), To look into your precious universe, , Something inside is calling you, Believe it or not you will know what to do, To fly oh to fly so high, Something inside is calling you, Believe it or not you will know what to do, To fly, to feel a natural high, , Something inside is calling you, Believe it or not you will know what to do, To fly oh to fly so high, Something inside is calling you, Believe it or not you will know what to do, To fly, to feel a natural high, , ",3,1999,metal
A.C.T,Today s Report,Why Bother,"Take my hand and we'll walk through eternity,, what is there left to give?, Nobody ever takes you seriously., Lift up your arms and we'll jump right out, through empty space., You took your own life,, but there's no one here left to blame., At the final stage, there's no one you can get past through,, my destiny, I'm glad to see you all., , Why bother? Why even care?, You're gone now, there's nothing left to say., Who cared for you? Who really did?, You're gone now, there's nothing left to say., , Smell the air as you run through the clouds with me., Can you believe it's true?, Nobody ever really cares for you., Laugh as we fly, punch a hole right, through the clear-blue sky., You'll hold on to life so tight,, you'll never see the day turn into night., And at the final stage, there's nothing left to hold on to,, you cannot see, the sadness in us all., , Why bother? Why even care?, You're gone now, there's nothing left to say., Who cared for you? Who really did?, You're gone now, there's nothing left to say., , (motto vivo con fuoco a piacere), , Why bother? Why even care?, You're gone now, there's nothing left to say., Who cared for you? Who really did?, You're gone now, there's nothing left to say., , ",4,1999,metal
A.C.T,Today s Report,Today_s Report,"Happy birthday to a new-born dream., Somewhere around the globe can't you see?, , ",5,1999,metal
A.C.T,Today s Report,Welcome,"All these people that I've gathered,, they all have one thing in common., And they know it will fulfil their dreams., , As we travelled through the ages,, all we saw was death and hunger., Still we knew we would succeed at last., , We started to hear voices all around us,, saying things we had never heard before., They told us that humanity was falling,, then we knew what we were supposed to do., , Come visit me,, everyone is welcome here., Don't be afraid,, I will stand by your side., , Come dance with me,, everyone is free to join., If you join my world,, nature will support you., , You can watch us on the TV,, the preacher on the program that's me., Now I have a house in Beverly., , If you're blind, unable to see., You just send some money to me., With my hands in perfect health you'll be., , We claim that we hear voices all around us,, nothing else but a trick for media., We told you that humanity was falling,, might be true but there's nothing we can do., , Come visit me,, everyone is welcome here., Don't be afraid,, I will stand by your side., , Come dance with me,, everyone is free to join., If you join my world,, nature will support you., , (symphonic beauty), , Come visit me,, everyone is welcome here., Don't be afraid,, I will stand by your side., , Come dance with me,, everyone is free to join., If you join my world,, nature will support you., , ",6,1999,metal
A.C.T,Today s Report,Cat Eyes,"The rain has fallen, too many times,, in silence sits the poet, forgotten are his rhymes., There's no way you can see him coming,, he knows where to hide in the night he's the groom, and sorrow is his bride., In the summer he'd see you passing by,, you were talking to the angels,, you would see them as they'd fly,, so you liked to hear the music,, those choirs of the night you'd be dancing with the angels,, under the moons clear light..., , Cat eyes, where did you go?, Did you tell him so??, (You put a mark on his heart and you tattooed his soul.), You made him forget, his purpose, his goal, and I don't know why but you'll surely know;, cat eyes, you will surely know., , You'd watch him from your great blue heaven,, you'd watch his every move, you'd hear the songs he'd be singing., You could hear every line;, you'd call on our attention you'd say: ""Once he was mine""., And now we're standing face to face, riding the sky in all our grace,, you know I'll be there,, I'll make you see I will stand by you all through eternity., , Cat eyes, where did you go?, Did you tell him so??, (You put a mark on his heart and you tattooed his soul.), You made him forget, his purpose, his goal, and I don't know why but you'll surely know;, cat eyes, you will surely know., , (secret messages), , And now we're standing face to face, riding the sky in all our grace,, you know I'll be there,, I'll make you see I will stand by you all through eternity., , Cat eyes, where did you go?, Did you tell him so??, (You put a mark on his heart and you tattooed his soul.), You made him forget, his purpose, his goal, and I don't know why but you'll surely know;, cat eyes, you will surely know..., , ",7,1999,metal
A.C.T,Today s Report,The Chase,"I'm hanging out in this nightmare, where voices call from everywhere., I cannot move, kill him! They scream, kill him again!, I don't care about this earthling life,, I might as well go away to the other side., , My body keeps on trembling,, my limbs are really down and stiff,, I hit myself in desperate attempts just to wake myself up., , Still the voices keep yelling my name,, save me from this wicked game., My body's filled with cold and sweat,, my mouth is dry, am I about to die?, , (brutale presto possibile), , Why do they leave me now?, Don't they feel no sense of guilt?, As I will figure it out somehow., It's like climbing up that endless hill,, not coming down., , My eyes are bleeding of things I cannot see,, I try to fight; I won't get free..., , ",8,1999,metal
A.C.T,Today s Report,Foreplay,", ",9,1999,metal
A.N.I.M.A.L,A.N.I.M.A.L.,No Despertaremos,"La noche vela a inocentes que jamas despertaran., Vicios nocturnos de terror humanos recobraran vida., Se abren las puertas de mi mas cruel pesadilla., Me entrego a un viaje sin fin y caigo., Y caigo, mas y mas!..., El momento pasa lento rodeado de oscuridad., Nauseabundos esqueletos acech ndome al pasar, Desaste hoy de recuerdos y amuletos de la suerte, Cada vez esta mas cerca la horca y tu cuello sufre., Gimen, voces muertas, bajo la tierra., Gimen, voces muertas, bajo la tierra., Caigo, mas y mas, , ",1,1993,metal
A.N.I.M.A.L,A.N.I.M.A.L.,Cerebro Incendiado,"Triste y vacГѓВ­a, filosofГѓВ­a, no deja de rezar, tu lengua arpГѓВ­a, mentir, nada importante, de lo que digas, refleja tu saber, cerebro incendiado, perdedor, perdedor, vos sos,, juzgas a todos, y no eres nada, te sientes creador, nada inventaste, perdedor, perdedor, vos sos, , ",10,1993,metal
A.N.I.M.A.L,A.N.I.M.A.L.,Mal Camino,"Recordas todo aquello, de tus manos se escapo, y esperas otra chance, para poder hacerlo., Olvidar cura las heridas, pero deja marcas, te reir s de la vida,, despuГѓВ‚s la sufrir s, y veras su negra realidad,, mal camino., Carcelero que te encierra, que no te deja crecer,, se hizo agua entre la lluvia, hiriente en la piel., , ",11,1993,metal
A.N.I.M.A.L,A.N.I.M.A.L.,Desde La Trinchera,"La tormenta esta en el horizonte, querido amigo ambos lo sabemos, todos soГѓВ±amos mientras se escucha, la palabra transformarse en llanto, el miedo ya empaГѓВ±a nuestra pupila, las lagrimas disipan el momento, los halcones revolotean el cielo, destruyendo el paraГѓВ­so soГѓВ±ado, el futuro muere aquГѓВ­, donde todos luchan por nada, siento mi alma que se apaga, y se une a las nubes como humo, el fuego carbonizo la confianza, que perdimos por no creer., , ",12,1993,metal
A.N.I.M.A.L,A.N.I.M.A.L.,Huos Del Sol,", ",13,1993,metal
A.N.I.M.A.L,A.N.I.M.A.L.,Mi Barrio,", , , , ",14,1993,metal
A.N.I.M.A.L,A.N.I.M.A.L.,Criminales De Raices,"Criminales de raГѓВ­ces, devastaron la cultura., Acosados nuestros indios, murieron al luchar., Criminales de raГѓВ­ces., No arrasaron, de nuestras tierras, esclavizando nuestras ideas., Historiadores profanos, y su leyenda, no hay historia creГѓВ­ble, nada de verdad., Juzgados., Sentenciados sin ley., , ",2,1993,metal
A.N.I.M.A.L,A.N.I.M.A.L.,Paz Artificial,"La razГѓВіn se opone, la paz y el dinero, se estrechan la mano., Donde nada es justo, los errores matan, no importa la causa., PrisiГѓВіn, control, el miedo, domina la sangre., PasiГѓВіn, ya no, ser preso, de tu propia carne., Sin Dios, tu voz,, atravesando el aire., DominaciГѓВіn, paz artificial., , ",3,1993,metal
A.N.I.M.A.L,A.N.I.M.A.L.,Exclavo De Ilusion,"Fue lo que tenia y ahora tengo mas,, la estrella que mas brilla pude alcanzar, y espero que me muestre adonde me llevara, como el viento empuja una hoja muerta., Fuerte es el camino por recorrer, hasta esa ilusiГѓВіn que tanto ansГѓВ­o ver, y si la meta encuentro y todavГѓВ­a puede andar, el viaje mas duro ser ., Llevo un as de espadas y un as de corazГѓВіn,, ambas ganan la partida de una jugada., Que mala enfermedad tendr esta tierra, que lava comienza a escupir, o ser que esta contenta y es su forma de reГѓВ­r, todo comienza a tener sentido., Llevo un as de espadas y un as de corazГѓВіn,, ambas ganan la partida de una jugada., Llevo un as de espadas y un as de corazГѓВіn,, vivir, sentir, morir, ... existir ..., confusiГѓВіn, alucinaciГѓВіn, forman mi motivaciГѓВіn, confusiГѓВіn, alucinaciГѓВіn, forman mi motivaciГѓВіn, Llevo un as de espadas y un as de corazГѓВіn,, ambas ganan la partida de una jugada., Llevo un as de espadas y un as de corazГѓВіn,, vivir, sentir, morir, ... existir ..., , ",4,1993,metal
A.N.I.M.A.L,A.N.I.M.A.L.,Duena De La Sombra,"Es mi compaГѓВ±era, de pesadillas,, junto a mi camina, al despertar., Viaje inexistente,, caer su hechizo,, que conduce a todos, a un mismo lugar., IrГѓВіnicamente, sigue tu huella, tatuando tu vida te marcara., Ella es la dueГѓВ±a de tus secretos, mГѓВ­rala a los ojos fruto del mal., Pesadilla que me hunde : soledad., Solo mata sin piedad., Ella es la dueГѓВ±a de tus secretos, mГѓВ­rala a los ojos fruto del mal., Solo un destino hay para todos, una dosis mas y reinara., Pesadilla que me hunde : soledad., Solo mata sin piedad., , ",5,1993,metal
A.N.I.M.A.L,A.N.I.M.A.L.,Sentimientos Primitivos,"Aunque retuerzan tu lengua, nunca podr n impedir, que margines tu criterio, olvidando tu raГѓВ­z, Silencio...fosas...esclavos...muertos, El silencio hizo fosas, para tapar nuestros cuerpos, y vemos cuanto polvo, levantan nuestros deseos., Silencio...fosas...esclavos...muertos, marcas de agresiГѓВіn...matan., SueГѓВ±os de opresiГѓВіn...desprecian, llenos de dolor...olvidamos, sentimientos primitivos., , ",6,1993,metal
A.N.I.M.A.L,A.N.I.M.A.L.,Juega Con Tu Suerte,"Juega con tu suerte, son tus ojos, que me llaman, y me hunden en el vacГѓВ­o, hemos caГѓВ­do superados, por el espanto, el miedo fuerte y agresivo, es una oscura y turbulenta, trampa de amor., Corre, corre, corre ..., Hacia el final, ya no podemos volver., , ",7,1993,metal
A.N.I.M.A.L,A.N.I.M.A.L.,Preso Del Olvido,"Me abrazo el latido, insaciable corazГѓВіn, preso del olvido, hoy sigo buscando., Por querer llegar al sol, perdГѓВ­ tu fuego, descarte mis armas, camine indefenso, vulnerable es aquel, que no oculta nada, no soportaba perder, refugiado en la trampa, al fin quien, maneja el juego, al fin quien, seguir en pie, crecen firmes las espinas, entre las ruinas., , ",8,1993,metal
A.N.I.M.A.L,A.N.I.M.A.L.,Cruel Adiccion,"El tiempo pasa riГѓВ‚ndose,, desgasta vidas, sin dudar que, llegara el ida alguna vez, la muerte llama sin avisar y rГѓВ­e...burl ndose., Destino cruel, tiempo sin ley, futuro lento e incierto, tierra de hiel., Juego sucio adicciГѓВіn actual, poco tiempo para pensar, toda la mierda nos caer, ser la bomba que nos har explotar., Destino cruel, tiempo sin ley, futuro lento e incierto, tierra de hiel., Tierra de hiel..., , ",9,1993,metal
A.N.I.M.A.L,Animal 6,Gritemos Para No Olvidar,"[Letra y MГѓВєsica: AndrГѓВ©s GimГѓВ©nez], , Ya no callaremos mas, Gritemos para no olvidar, No callaremos mas, Hijos de un mismo final,, Trampa de fuego y dolor, Indefensos al mirar, Como el hombre es tan feroz, Formados para morir, La esclavitud fue su ley, Aniquilando su paz, Comieron odio sin ver, Sus cuerpos llenos de horror, Arrasados sin piedad, Fueron victimas del mal, Castigados porque si, DueГѓВ±os del suelo y el mar, Despojados de su fe, Fueron la luna y el sol, Escudos sobre su piel, No dejemos mas que el tiempo, Borre de nuestras mentes, La injusta matanza de una raza que lucho, Por sobrevivir, Nada podra callar, El clamor el dolor la verdad, De una cultura viva, Sepultar, ignorar, destruir,, Su herencia quedara siempre aqui, Sagrado espiritu fiel, Que no dejo de pelear, Por los derechos que aun, No pueden recuperar, Es la nobleza su voz, Que explota como un volcan, Y quema con su calor, La codicia y la maldad., Hijos de un mismo final, Trampa de fuego y dolor, Indefensos al mirar, Como el hombre es tan feroz, DueГѓВ±os del suelo y el mar, Despojados de su fe, Fueron la luna y el sol, Escudos sobre su piel, , ",1,2001,metal
A.N.I.M.A.L,Animal 6,Buscando Llegar Hasta El Sol,"[Letra y MГѓВєsica: AndrГѓВ©s GimГѓВ©nez], , Siento caer la lluvia en mi, mojando las heridas, Que dejo marcado el tiempo hoy,, Parece que el dolor se fuera con el agua,, Purificando mi soledad,, Hoy siento al respirar que el aire esta mas frio,, Y mis ojos vuelven a brillar,, El destino es el rey de mi nuevo camino,, Y correre a buscar..., El fuego, de mi pasion,, Renace y siento que!!, Mi cuerpo se enciende otra vez,, Buscando llegar hasta el sol, La llama de nuestra ilusion,, No dejare que se apague jamas..., Otra vez estoy aqui,, Esclavo de mi propio azar,, No quiero pensar en morir asi,, Sin antes luchar y encontrar,, , La luz del sol que quema y fortalecera, Mi alma cansada para mantenerla en pie,, Quiero ser mi juez en este cruel destino,, Y nuevamente ver., El fuego de mi pasion, Renace y siento que,, Mi cuerpo se enciende otra vez,, Buscando llegar hasta el sol, La llama de nuestra ilusion,, No dejare que se apague jamas., , Thanks to yonosoykachan for correcting these lyrics., , , ",10,2001,metal
A.N.I.M.A.L,Animal 6,Raza Castigada,"[Letra y MГѓВєsica: AndrГѓВ©s GimГѓВ©nez], , Grita el pueblo castigado, Reclamando dignidad, La revolucion estalla, Jamas se podra callar, Nuestra voz!!! [x3], Es la voz que lleva el aire, Sin fronteras ni banderas, Somos pueblo somos raza, Es el grito que alzara, Nuestra voz!!! [x3], Levantemos nuestros brazos, Y entrelacemos las manos, Somos uno somos miles y ya no!!, No!! no!! no!!, No nos destruiran no!!, Juntos hasta el fin., Parados de pie, Fuertes, Llevaremos bien, Todo nuestro honor, Siempre, Sin dejar de ser, Simples,, Rompamos todas cadenas, Para liberar la furia, Es el grito de un pueblo, Reclamando dignidad., , ",2,2001,metal
A.N.I.M.A.L,Animal 6,Vamos De Pie,"[Letra y MГѓВєsica: AndrГѓВ©s GimГѓВ©nez], , Vamos de pie y sin temores dispuestos a resistir, Roja sangre piel rebelde en las venas llevare, Somos y seremos fieles a nuestra revolucion, El sentir abre la mente y hace fuego esta emocion, Este es nuestro lugar,, Cultura de igualdad,, Reales al vivir,, Con honor!!, Sentimiento fiel amigo, Carguen fuerzas y valor,, Nuestro camino sera siempre el mismo a seguir, hoy, Nuestra magia es el esquema de esta verdadera union, Llevaremos el emblema como un gran barrio patron, Sobrevivir fue la ley, no morir en la intencion, Luchando siempre la vida es la unica razon,, De poder ser algo mas.., , ",3,2001,metal
A.N.I.M.A.L,Animal 6,Discriminaci__n,"DiscriminaciГѓВіn es matar!!!, , Acto de maldad, fuera de lugar, QuiГѓВ©n es tu patrГѓВіn, para decidir, Cual es tu color, cual es tu verdad, Cual es tu raГѓВ­z, tu religiГѓВіn!!!, , Siempre, podermos, Libres, sin lГѓВ­mites, Impedir, esta acciГѓВіn, Y tener, mas igualdad!!!, , Nadie es el dueГѓВ±o, (para matar), Nadie decide, (tu lugar), Nadie es el dueГѓВ±o, (de la verdad), Nadie se adueГѓВ±a, De tu propia libertad!!!, , Discriminar es matar, No tenemos que dejar, Que la injusticia triunfe, Contra toda dignidad, Este es el mundo de hoy, Un mundo con divisiГѓВіn, Eso es lo que no hay que ver, Ya no!!!, , ",4,2001,metal
A.N.I.M.A.L,Animal 6,Marcado A Fuego,"[Letra y MГѓВєsica: AndrГѓВ©s GimГѓВ©nez], , Mi barrio siempre fue el testigo firme para mi, EnseГѓВ±anza de vida fiel,, Sobrevivir sin perder la razon de creer, Aprendiendo en sus calles a tener valor,, Valor, valor, valor, valor,, Nunca podre hacerme a un lado y olvidarme de donde sali,, Marcado a fuego esta en mi,, Mi decision fue ser parte de esta familia que hasta hoy, Mirando al cielo pide ayuda a dios,, Mi barrio fue el que:, Me dio el valor para pelear la vida, Me dio el valor para ser lo que soy, Me dio el valor y millones de amigos, Muchos de ellos estan aqui conmigo!, Es el valor todo este valor el inmenso valor lo que marca el rumbo a seguir,, Sus calles su color, Recuerdos sin final, Valores de amistad que no se perderan jamas jamas jamas, jamas, Mi barrio siempre fue el testigo firme para mi,, EnseГѓВ±anza de vida fiel, Mi decision es ser parte de esta familia que hasta hoy, Marco sus huellas dentro de mi corazon, , ",5,2001,metal
A.N.I.M.A.L,Animal 6,A.N.I.M.A.L.,"Nada detiene nuestros pasos firmes, Somos verdaderos guerreros del viento,, Nuestra palabra es el lema, Somos hijos de esta cultura, Que creamos juntos., , EnergГѓВ­a de la vida., , Barreras estructuradas que quieren frenar, Esta mГѓВЎgica forma de vida, Nada tenemos, este es nuestro tiempo, Gritemos a todos los vientos, El poder es hoy!!! [x7], , No dejaremos de ser lo que somos, Por mas que nos queran sacar del camino, La libertad y la pureza, Es el sello que marcГѓВі en el alma, Este pacto de amigos., , ",6,2001,metal
A.N.I.M.A.L,Animal 6,Por Qu__,"[Letra y MГѓВєsica: AndrГѓВ©s GimГѓВ©nez], , Es el momento de sacar con furia y escupir, Todas las broncas contenidas, El dolor que emerge desde el interior, Es el espejo de miles de heridas, Que refleja y muestra indignacion, En este mundo insano que castiga, Sin mirar y sin pedir perdon, A los que menos tienen en la vida, Por quГѓВ©?, Carguemos de energГѓВ­a el alma,, Para despojarnos de toda, Sucia corrupciГѓВіn., Hoy el olvido es la excusa mas comun de usar, Para tapar las injustas acciones, De los que trabajan para maГѓВ±atar, Con sus discursos llenos de mentiras, Lo importante de la esencia esta, En la estructura interna que uno lleva, Jamas eso te podran quitar, Es tuyo y morira contigo!!, , ",7,2001,metal
A.N.I.M.A.L,Animal 6,L__mites,"SГѓВіlo sГѓВ© que hay que seguir!!!, , AmbiciГѓВіn, sin razon, Codicia, destruccion, Sin perdГѓВіn [x7], Sus garras me atraparon!!!, , Son imagenes que dejan de ser, Ilusiones de esta vida real, Son locuras que desatan un mar, Con violencia extrema que no pueden dominar, , Son los lГѓВ­mites que hay que saber trazar, Que hay que sobrellevar, que hay que saber parar, Busco, lejos, lo que, no encuentro aquГѓВ­, , SГѓВіlo sГѓВ© que hay que seguir!!! [x2], , Sin perdГѓВіn [x15], Sus garras me atraparon!!!, , Son imagenes que dejan de ser, Ilusiones de esta vida real, Son locuras que desatan un mar, Con violencia extrema que no pueden dominar, , Son los lГѓВ­mites que hay que saber trazar, Que hay que sobrellevar, que hay que saber parar, Busco, lejos, lo que, no encuentro, , Es inГѓВєtil callar y mirar, El error es un acto comГѓВєn, La mentira es la voz a escuchar, Uno mismo es creer y soГѓВ±ar, Busco, lejos, lo que, no encuentro aquГѓВ­!!!, , ",8,2001,metal
A.N.I.M.A.L,Animal 6,Nuestra Eleccion,"[Letra y MГѓВєsica: AndrГѓВ©s GimГѓВ©nez], , Defender nuestro lugar!!!, No dejar de ser, Nunca lo que uno quiso, Nos marginaran, Pero seremos dueГѓВ±os, De toda verdad, Y todo sentimiento, Pleno de pasion, Y de emociones firmes, Nuestra eleccion, fue transgredir, Sin reprimir la libertad, Generacion con actitud, Con decisiГѓВіn con ambicion., Firmes al luchar, Con fuertes ideales, Seguros de ser, Lo que aГѓВ±oramos siempre, Destruiremos hoy, La envidia y la codicia, De quienes aun, Pretenden marginarnos, Defender nuestro lugar!!, Plenos de pasion, Y de emociones firmes, Seguros de ser, Lo que aГѓВ±oramos siempre, Seguiremos fiel, Con todos ideales, Sin dejar de ser, Nunca lo que quisimos., Nuestra eleccion, , ",9,2001,metal
A.N.I.M.A.L,Combativo,Combativo,"Combativo es sentirse, ser y ver, Que somos capaces de seguir asГѓВ­., Nuestra lucha eterna sin final, Con nuestra voz, , Somos un ejГѓВ©rcito de paz;, Sentimientos puros de una fuerte uniГѓВіn., Una uniГѓВіn basada en la pasiГѓВіn, Por la liberaciГѓВіn, , Hoy mГѓВЎs que ayer, El querer es poder resistir sin temor., La realidad es muy cruel, Pero no hay que olvidar ideales, , Combativo... seremos por siempre., , DueГѓВ±os de esta historia., DueГѓВ±os de nuestro destino vivo., DueГѓВ±os de esta lucha., Nadie cambiarГѓВЎ el camino brГѓВ­o., , DueГѓВ±os de esta historia., DueГѓВ±os de un camino vivo brГѓВ­o., DueГѓВ±os de esta historia., Nadie torcerГѓВЎ el camino libre por recorrer., , ",1,2004,metal
A.N.I.M.A.L,Combativo,Criminales De Ra__ces,"Criminales de raГѓВ­ces, Devastaron la cultura., Acosados nuestros indios, Murieron al luchar., , Criminales de raГѓВ­ces., Nos arrasaron de nuestras tierras, Esclavizando nuestras ideas., Historiadores profanos, Y su leyenda., No hay historia creГѓВ­ble,, Nada de verdad., Juzgados., Sentenciados sin ley., , , , , ",10,2004,metal
A.N.I.M.A.L,Combativo,Real,"SoГѓВ±ar, sentir, crear, soГѓВ±ar la ilusiГѓВіn realidad., , Conquistador de amanecer, te vi nacer como una flor., La brisa tenue de tu voz, hablГѓВі a mi oГѓВ­do sin pudor., , SonrГѓВ­o sin dolor, y no tengo temor., Siento temblar el corazГѓВіn., La realidad tomГѓВі el control;, Hoy mi alma se elevГѓВі, LlevГѓВЎndome hasta el sol., Nada es mГѓВЎs fiel que esta pasiГѓВіn, Que brilla dentro de mi ser por ti., , Real, por ti, real., , ",2,2004,metal
A.N.I.M.A.L,Combativo,Escrito Con Sangre,"Dolor, pasiГѓВіn y vida., , Sangro y resisto al rito., , Nada es igual a esto., , AdicciГѓВіn., , Arte grabado en poesГѓВ­a, Marcado en mi cuerpo, LlevarГѓВ© por vida, Escrito con sangre, Orgullo, energГѓВ­a, En mi piel escrito, Hasta el final de mis dГѓВ­as., , Mi adrenalina sube., , Siento quemar mi carne., , Inexplicablemente., , AdicciГѓВіn., , ",3,2004,metal
A.N.I.M.A.L,Combativo,Espiritual,"Es momento de accionar., El impulso de crecer, de creer, de no matar., Nada dejarГѓВЎ de ser, Como lo queremos ver, recorrer, y transformar., , La mayor fuerza es la fe., La fe interna que llevГѓВЎs, que tenГѓВ©s, que no dejГѓВЎs., Tu energГѓВ­a es primordial, Fuente de la realidad, que anhelГѓВЎs, para seguir., , Espiritual., , Siempre nos abrazarГѓВЎ, El impulso por crecer, por creer, por no matar., Cada pulso que vibrГѓВЎs, Se acrecienta aГѓВєn mГѓВЎs, si soГѓВ±ГѓВЎs, si meditГѓВЎs., , Todo movimiento que, Tu mente realizarГѓВЎ, clave es, para ganar, La confianza ciega en ti,, La confianza en tu interior, que tenГѓВ©s para seguir., , LograrГѓВ© con mi voz, con tu voz, con la voz, De la igualdad;, Revivir, resistir, no olvidar (no dejar), Nuestra humildad., , Espiritual al ver., Espiritual al ser., Espiritual mi fe., El alma espiritual., , ",4,2004,metal
A.N.I.M.A.L,Combativo,Huellas De Mi Destino,"Siento el reloj temblar otra vez, En la quietud que no tiene calma., Como un cristal hoy brillo de nuevo, Pero a la vez me quiebro muy fГѓВЎcil., , Caigo y me elevo millones de veces;, SГѓВіlo el amor de algunos florece al verme, Gritando sin sentir miedo a nada,, Siempre serГѓВ© termГѓВіmetro de este infierno., , Fuego que invadiГѓВі, Mi corazГѓВіn,, La tentaciГѓВіn,, Mi paz..., , Sangre que inunda mis venas llenando de vida, Todo lo que anhelo., Firme sobre el suelo camino mi tiempo, dejando marcadas, Las huellas de mi destino., , Alzo el alma, siento tocarte., Brilla un nuevo camino fiel., Alucino con repetirte, Y decir que por quГѓВ© elegГѓВ­., , Se que el dolor mil veces florece al ver, Acrecentando lo mГѓВЎs natural de mi., La inmensidad envuelve este infierno gris, Y veo un cielo puro otra vez., , ",5,2004,metal
A.N.I.M.A.L,Combativo,Eternidad,"Eternidad, , La pasiГѓВіn es premio a la eternidad, tenacidad, valor., , El control es bГѓВЎsico, primordial, para alcanzar y alzar, , Las banderas de una nueva naciГѓВіn, con lealtad, verdad., , Romper las caretas hipГѓВіcritas, es la misiГѓВіn por realizar., , CГѓВіmo saber bien cuГѓВЎl es la verdad, cuando da igual mentir, , En un mundo lleno de falsedad y corrupciГѓВіn, sin paz., , La dominaciГѓВіn sГѓВ­mbolo fatal, para vendar, tapar, , Nuestras mentes amplias de libertad, sin traicionar jamГѓВЎs., , Corre, corre...., , Corre, corre, cada vez mГѓВЎs fuerte y elГѓВ©vate al cielo., Vuelo supremo del poder., , ElГѓВ©vate al cielo, estГѓВЎs preparado? Ya!, , ",6,2004,metal
A.N.I.M.A.L,Combativo,Sin Ley,"El tiempo se apodera de la realidad que hoy ve girar, Las vueltas de esta vida son inmensas al querer zafar, tapar., Por mГѓВЎs que crea uno que lo injusto siempre al fin, lo castiga Dios,, Muchas veces la rueda de la vida elige el lado malo y lo hace ver mejor., , Ya nada es imposible si dejamos recrear, crear maldad., Lo blanco se hace oscuro en el aire frГѓВ­o de esta realidad., La clГѓВЎsica ironГѓВ­a de mentir y no decir por quГѓВ© y por quiГѓВ©n;, HipГѓВіcrita salida dando sГѓВіlo pena, para impresionar., , Hablar por quГѓВ©,, Sin saber bien., Cuento final, No es como es... sin ley., , Cada mentira se sabe al final., Ojo por ojo se paga igual., No es la salida correcta decir, Que uno no eligiГѓВі para no sufrir, para no herir., , Hombre que muerde la mano de quien vio nacer, No es un hombre mГѓВЎs, es raza que no tienen ley., , La risa finge el morbo de no hacerse cargo de su propia voz,, De lo que nunca tuvo que olvidarse por una firme razГѓВіn., RazГѓВіn que eligiГѓВі la distorsiГѓВіn para saber tapar, HipГѓВіcrita salida dando sГѓВіlo pena., , ",7,2004,metal
A.N.I.M.A.L,Combativo,Todo Tiene Un Final,"SentГѓВ­ que se alejГѓВі de mi,, Nada pudo impedir su adiГѓВіs., , Hoy, no, hoy, no., , ReacciГѓВіn tristeza sin control;, El silencio me inundГѓВі sin ver., , Hoy, no, hoy, no., , Todo tiene su final., , Alguien podrГѓВЎ escuchar, Mi corazГѓВіn llorar., Toda esta realidad, CambiГѓВі mi voda y no vuelve atrГѓВЎs., , Nada es igual, hoy todo tiene un final., , El cielo te lleva, ya no verГѓВ© tus ojos., Quedaron mil cosas para decirte., QuizГѓВЎs algГѓВєn dГѓВ­a podrГѓВ© entenderlo todo., Hoy sГѓВіlo me queda recuerdo marcado en mi alma partida., , CambiГѓВі mi vida., , ",8,2004,metal
